,album,track_number,id,name,uri,preview_url,artists,energy,valence,popularity,album_image,mood_vectors
31,Sarangi,1,0pYMa1j9R24qW50J4yc0X3,Sarangi,spotify:track:0pYMa1j9R24qW50J4yc0X3,https://p.scdn.co/mp3-preview/1974097e1c0eba863d5b81450c87593f575d883f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.496,0.293,59,https://i.scdn.co/image/ab67616d0000b273ddf77408407aee1559197962,"[0.293, 0.496]"
32,Gajalu,1,1rdEAQXWUTLSK2uiFrwyW3,Gajalu,spotify:track:1rdEAQXWUTLSK2uiFrwyW3,https://p.scdn.co/mp3-preview/8fc0030d2076a7577df90ad1fe4785c23374f349?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.195,0.216,49,https://i.scdn.co/image/ab67616d0000b273b850213fc686ed8a2d8e3f41,"[0.216, 0.195]"
33,Hawa Le,1,6zuE4QWlxf5WMK6dQPvFHj,Hawa Le,spotify:track:6zuE4QWlxf5WMK6dQPvFHj,https://p.scdn.co/mp3-preview/0a90f5c2348789b948c33d2ad6425d3fefa39336?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.333,0.345,47,https://i.scdn.co/image/ab67616d0000b273943f5bc2e8c3e698ae1a8252,"[0.345, 0.333]"
34,Baimani,1,22iBmoVrgIxGpiaIPHToBJ,Baimani,spotify:track:22iBmoVrgIxGpiaIPHToBJ,https://p.scdn.co/mp3-preview/47bcf5938ddc0c54a89af8de4f54ae60fb468423?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.347,0.154,45,https://i.scdn.co/image/ab67616d0000b273e6ed54b24765c9b52a6233f7,"[0.154, 0.347]"
35,Lilac Fashion (Remix) [slowed + reverb],1,5TsBLQUfy9cOPph0QJPwkJ,Lilac Fashion (Remix) - slowed + reverb,spotify:track:5TsBLQUfy9cOPph0QJPwkJ,https://p.scdn.co/mp3-preview/cb19975444cb9a308d4be794d626648f845f639c?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1onW0aoWIXT09Pb9REqwO5'}, 'href': 'https://api.spotify.com/v1/artists/1onW0aoWIXT09Pb9REqwO5', 'id': '1onW0aoWIXT09Pb9REqwO5', 'name': 'LIL Rock Look', 'type': 'artist', 'uri': 'spotify:artist:1onW0aoWIXT09Pb9REqwO5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3DCpwzO6gwjI3gUTHW92ct'}, 'href': 'https://api.spotify.com/v1/artists/3DCpwzO6gwjI3gUTHW92ct', 'id': '3DCpwzO6gwjI3gUTHW92ct', 'name': 'Jay Author', 'type': 'artist', 'uri': 'spotify:artist:3DCpwzO6gwjI3gUTHW92ct'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.828,0.406,26,https://i.scdn.co/image/ab67616d0000b273b99c69d94b921908675b0875,"[0.406, 0.828]"
36,Yaad,1,5SyRppPiG63Ci4sZ58c5og,Yaad,spotify:track:5SyRppPiG63Ci4sZ58c5og,https://p.scdn.co/mp3-preview/79d8896cde5682f0f8c5d8f545a13e77ab8e4ea5?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/09Dgzq8dbeGVQ6G30PRSEI'}, 'href': 'https://api.spotify.com/v1/artists/09Dgzq8dbeGVQ6G30PRSEI', 'id': '09Dgzq8dbeGVQ6G30PRSEI', 'name': 'Brijesh Shrestha', 'type': 'artist', 'uri': 'spotify:artist:09Dgzq8dbeGVQ6G30PRSEI'}]",0.666,0.505,41,https://i.scdn.co/image/ab67616d0000b27303e4d743cdc45f9933577e43,"[0.505, 0.666]"
37,Baddie,1,0QqnqTrwAAN08SkQ0tDtZd,Baddie,spotify:track:0QqnqTrwAAN08SkQ0tDtZd,https://p.scdn.co/mp3-preview/8246c0f7bbff73e355d2d71e6c6f77fc7d5e0275?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0nBwXujeGS6p2EJCQsUeDe'}, 'href': 'https://api.spotify.com/v1/artists/0nBwXujeGS6p2EJCQsUeDe', 'id': '0nBwXujeGS6p2EJCQsUeDe', 'name': 'Abboye', 'type': 'artist', 'uri': 'spotify:artist:0nBwXujeGS6p2EJCQsUeDe'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1onW0aoWIXT09Pb9REqwO5'}, 'href': 'https://api.spotify.com/v1/artists/1onW0aoWIXT09Pb9REqwO5', 'id': '1onW0aoWIXT09Pb9REqwO5', 'name': 'LIL Rock Look', 'type': 'artist', 'uri': 'spotify:artist:1onW0aoWIXT09Pb9REqwO5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.578,0.567,26,https://i.scdn.co/image/ab67616d0000b27380d8c581cbc322fdcb8e3e8b,"[0.567, 0.578]"
38,Risaune Bhaye,1,107dfwT1uvQLnwlijb6S3P,Risaune Bhaye,spotify:track:107dfwT1uvQLnwlijb6S3P,https://p.scdn.co/mp3-preview/797ab3c9af4daa5161e05aad6234fc0488c5df8f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.51,0.587,32,https://i.scdn.co/image/ab67616d0000b273fda3e7883745e88cf1e72b54,"[0.587, 0.51]"
39,Harauna Deu,1,5x9MSWrQkwN5KiiSi4esDo,Harauna Deu,spotify:track:5x9MSWrQkwN5KiiSi4esDo,https://p.scdn.co/mp3-preview/4baa6e2e2e2e08bbd999a47bd7d520f856a3f65a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3weEbZpMIvB6dHJjuXqcqB'}, 'href': 'https://api.spotify.com/v1/artists/3weEbZpMIvB6dHJjuXqcqB', 'id': '3weEbZpMIvB6dHJjuXqcqB', 'name': 'Swoopna Suman', 'type': 'artist', 'uri': 'spotify:artist:3weEbZpMIvB6dHJjuXqcqB'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2K1BZIx9cSYIaWJe31MqMT'}, 'href': 'https://api.spotify.com/v1/artists/2K1BZIx9cSYIaWJe31MqMT', 'id': '2K1BZIx9cSYIaWJe31MqMT', 'name': 'Foeseal', 'type': 'artist', 'uri': 'spotify:artist:2K1BZIx9cSYIaWJe31MqMT'}]",0.648,0.467,36,https://i.scdn.co/image/ab67616d0000b2730fc1b537b4aa3bb6681fb2b6,"[0.467, 0.648]"
40,Get Together (feat. Sushant KC),1,09E7itfoqdjaQnDAXbPtyo,Get Together (feat. Sushant KC),spotify:track:09E7itfoqdjaQnDAXbPtyo,https://p.scdn.co/mp3-preview/6ce35a43a307d3652a2fba16891a610c243d36c6?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai'}, 'href': 'https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai', 'id': '1Cs0zKBU1kc0i8ypK3B9ai', 'name': 'David Guetta', 'type': 'artist', 'uri': 'spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.745,0.696,22,https://i.scdn.co/image/ab67616d0000b2739f93d9e2d88bf387bac02fab,"[0.696, 0.745]"
41,Dhanyabad,1,6oW8kYgJuE2MwizsNldw33,Dhanyabad,spotify:track:6oW8kYgJuE2MwizsNldw33,https://p.scdn.co/mp3-preview/494f30707cb7b4cef4aa8d2e3ad6c24f6708776c?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2K1BZIx9cSYIaWJe31MqMT'}, 'href': 'https://api.spotify.com/v1/artists/2K1BZIx9cSYIaWJe31MqMT', 'id': '2K1BZIx9cSYIaWJe31MqMT', 'name': 'Foeseal', 'type': 'artist', 'uri': 'spotify:artist:2K1BZIx9cSYIaWJe31MqMT'}]",0.723,0.435,30,https://i.scdn.co/image/ab67616d0000b27399f0b7f29955f6b5e16c04c5,"[0.435, 0.723]"
42,Don't Worry(Remix),1,6ZLZvfDtpDBZjSx4ZwUlqQ,Don't Worry(Remix),spotify:track:6ZLZvfDtpDBZjSx4ZwUlqQ,https://p.scdn.co/mp3-preview/5bd442883e47cedee8d217cd35508326db1409dd?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1DRHcln51pmyRMUNNO38hj'}, 'href': 'https://api.spotify.com/v1/artists/1DRHcln51pmyRMUNNO38hj', 'id': '1DRHcln51pmyRMUNNO38hj', 'name': 'Utsav', 'type': 'artist', 'uri': 'spotify:artist:1DRHcln51pmyRMUNNO38hj'}]",0.676,0.277,26,https://i.scdn.co/image/ab67616d0000b2732958031b5e52c25e1fa32130,"[0.277, 0.676]"
43,Aasha,1,2uFqhpsEnec3AzAfnGS3SO,Aasha,spotify:track:2uFqhpsEnec3AzAfnGS3SO,https://p.scdn.co/mp3-preview/cf0819aaccc400df6e4447b7c0a087d371695629?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.0525,0.169,30,https://i.scdn.co/image/ab67616d0000b273a917828bbbef35af8c413991,"[0.169, 0.0525]"
44,Timro Maya,1,16ssbV7tWSa8fEkBCosuuS,Timro Maya,spotify:track:16ssbV7tWSa8fEkBCosuuS,https://p.scdn.co/mp3-preview/87bf5e194d0c0cf8b85ef503047d9e12397c4589?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.337,0.354,37,https://i.scdn.co/image/ab67616d0000b27303569d6a20482ddbcd5a630d,"[0.354, 0.337]"
45,Kheladi,1,2c5SddjkahATG7IlM4ecim,Kheladi,spotify:track:2c5SddjkahATG7IlM4ecim,https://p.scdn.co/mp3-preview/d61bde51b51e25866fa62a61577b8fe002ddfef3?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1DRHcln51pmyRMUNNO38hj'}, 'href': 'https://api.spotify.com/v1/artists/1DRHcln51pmyRMUNNO38hj', 'id': '1DRHcln51pmyRMUNNO38hj', 'name': 'Utsav', 'type': 'artist', 'uri': 'spotify:artist:1DRHcln51pmyRMUNNO38hj'}]",0.597,0.426,37,https://i.scdn.co/image/ab67616d0000b2732fe52bc5a2ffe525d28313f1,"[0.426, 0.597]"
46,Fakauna Ma,1,1eLIWZZt7AIXgLLiGOl4hq,Fakauna Ma,spotify:track:1eLIWZZt7AIXgLLiGOl4hq,https://p.scdn.co/mp3-preview/51ca0f4aca70b8b7916782934cb21b2fb2d8eba5?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1onW0aoWIXT09Pb9REqwO5'}, 'href': 'https://api.spotify.com/v1/artists/1onW0aoWIXT09Pb9REqwO5', 'id': '1onW0aoWIXT09Pb9REqwO5', 'name': 'LIL Rock Look', 'type': 'artist', 'uri': 'spotify:artist:1onW0aoWIXT09Pb9REqwO5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2JI0PkN7PH9D7sa4lnnLTa'}, 'href': 'https://api.spotify.com/v1/artists/2JI0PkN7PH9D7sa4lnnLTa', 'id': '2JI0PkN7PH9D7sa4lnnLTa', 'name': 'Sheeesh Hardik', 'type': 'artist', 'uri': 'spotify:artist:2JI0PkN7PH9D7sa4lnnLTa'}]",0.518,0.298,39,https://i.scdn.co/image/ab67616d0000b27321d66dd280aaa52419e85568,"[0.298, 0.518]"
47,Praapti,1,3RcWUVnw001ARTigCvMc58,Praapti,spotify:track:3RcWUVnw001ARTigCvMc58,https://p.scdn.co/mp3-preview/e634de66c1b30768feea66f07920627c05cd583b?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.501,0.519,0,https://i.scdn.co/image/ab67616d0000b2736cfac46650953f039891d08d,"[0.519, 0.501]"
48,Bhram,1,0ziCrjzQDXAGSkvc5wDEea,Bhram,spotify:track:0ziCrjzQDXAGSkvc5wDEea,https://p.scdn.co/mp3-preview/c32a77165a079b036c15c3035603a18730cc3a92?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1TTBZsGzX0VX46kRBsiCmf'}, 'href': 'https://api.spotify.com/v1/artists/1TTBZsGzX0VX46kRBsiCmf', 'id': '1TTBZsGzX0VX46kRBsiCmf', 'name': 'Dechen Phinasa', 'type': 'artist', 'uri': 'spotify:artist:1TTBZsGzX0VX46kRBsiCmf'}]",0.306,0.316,27,https://i.scdn.co/image/ab67616d0000b2738044f4f4c64b797f57cd5d88,"[0.316, 0.306]"
49,Vishakta,1,0kOZVoRjzb4adBCPc4qGdO,Vishakta,spotify:track:0kOZVoRjzb4adBCPc4qGdO,https://p.scdn.co/mp3-preview/24de086af49348963d76b0e59af9a06158672a94?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.397,0.136,35,https://i.scdn.co/image/ab67616d0000b2731a0541a5fc43ba7da02dc2cd,"[0.136, 0.397]"
50,Shuddatah,1,2FEHoxVdfZaR2jGjOL7xUH,Shuddatah,spotify:track:2FEHoxVdfZaR2jGjOL7xUH,https://p.scdn.co/mp3-preview/f335a818981779d9389ce307b877ba27892bc94a?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.642,0.24,33,https://i.scdn.co/image/ab67616d0000b273319a419ed32896a97c87d207,"[0.24, 0.642]"
51,Paristhiti,1,6oWIm8CJXWWDUhBC2oriUp,Paristhiti,spotify:track:6oWIm8CJXWWDUhBC2oriUp,https://p.scdn.co/mp3-preview/f6d37d99c611b6cd5fcdf1ffb922e8a71d666359?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.516,0.339,42,https://i.scdn.co/image/ab67616d0000b273ca7b8d7e545e79d5899c3da8,"[0.339, 0.516]"
52,Chalchitra,1,1BnYubqUClM2zH5Z2tmuE3,Chalchitra,spotify:track:1BnYubqUClM2zH5Z2tmuE3,https://p.scdn.co/mp3-preview/7d4008e797aa831741cf2d5b472c6cc381acc90e?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.382,0.155,43,https://i.scdn.co/image/ab67616d0000b2731147343011784f7ad316f912,"[0.155, 0.382]"
53,Timi Sangai,1,3CV247i47dzbOrrn4DXzUg,Timi Sangai,spotify:track:3CV247i47dzbOrrn4DXzUg,https://p.scdn.co/mp3-preview/2a483375fdde05d4c5a1bd1cab45ae77c998d3eb?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.458,0.646,62,https://i.scdn.co/image/ab67616d0000b27337c197de2490a9c9b6ef166f,"[0.646, 0.458]"
54,Bhawana,1,1fhQdh1dvA8eK5Jra2EFhN,Bhawana,spotify:track:1fhQdh1dvA8eK5Jra2EFhN,https://p.scdn.co/mp3-preview/83de55e19d8d6b0f98af9d254b43b81d1fea9311?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6oZ8zT8BKd0AuacRw3wqvM'}, 'href': 'https://api.spotify.com/v1/artists/6oZ8zT8BKd0AuacRw3wqvM', 'id': '6oZ8zT8BKd0AuacRw3wqvM', 'name': 'TWK', 'type': 'artist', 'uri': 'spotify:artist:6oZ8zT8BKd0AuacRw3wqvM'}]",0.594,0.354,49,https://i.scdn.co/image/ab67616d0000b27318e1a4a17ab391deadc8cf9e,"[0.354, 0.594]"
55,Kahi Katai,1,1VoiwNjRmWQAyXLs4NZog7,Kahi Katai,spotify:track:1VoiwNjRmWQAyXLs4NZog7,https://p.scdn.co/mp3-preview/d85695ebbe3890ee3c43ee744a3e34aefc15d009?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.225,0.342,41,https://i.scdn.co/image/ab67616d0000b2734e25fab0306b96bac8deb6a1,"[0.342, 0.225]"
56,Yo Safar,1,0H3AplKbvS0ckDaG58vtvX,Yo Safar,spotify:track:0H3AplKbvS0ckDaG58vtvX,https://p.scdn.co/mp3-preview/bcae6fb25682a61f63224829b3fb1302e4ab4430?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.664,0.915,33,https://i.scdn.co/image/ab67616d0000b273221c36c6b8c7be4461a4fa9c,"[0.915, 0.664]"
57,Drishya,1,6sVqeqzRZzAMZ64xuhPiIM,Drishya,spotify:track:6sVqeqzRZzAMZ64xuhPiIM,https://p.scdn.co/mp3-preview/94497956febad9ba0c5e6d3f557664971be2c2db?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.337,0.251,44,https://i.scdn.co/image/ab67616d0000b27330aed3f0cd81b551c6da658f,"[0.251, 0.337]"
58,K Garu?,1,6qNj9oEB2CeMdwTwvWpAqC,K Garu?,spotify:track:6qNj9oEB2CeMdwTwvWpAqC,https://p.scdn.co/mp3-preview/a74969f1243447a44b46aab27460bc14c876475e?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1o3w6uL4JCuQX19stjhf3F'}, 'href': 'https://api.spotify.com/v1/artists/1o3w6uL4JCuQX19stjhf3F', 'id': '1o3w6uL4JCuQX19stjhf3F', 'name': 'Apurva Tamang', 'type': 'artist', 'uri': 'spotify:artist:1o3w6uL4JCuQX19stjhf3F'}]",0.334,0.278,49,https://i.scdn.co/image/ab67616d0000b27369716f9a8a569200ebc3865b,"[0.278, 0.334]"
